SCHOOL,STATE,CITY,NOC,PROGRAM,TYPE,DEPARTMENT,DELIVERY,Credits,PREREQ,LINK,LOC_LAT,LOC_LONG,COUNTRY,TEACHING,INTERNATIONAL,RESEARCH,INCOME,TOTAL_SCORE,NUM_STUDENTS,STUDENT_STAFF_RATIO,INTERNATIONAL_STUDENTS,YEAR
Carnegie Mellon University,Pennsylvania,Pittsburgh,4,"Master of Science in Information Technology, Business Intelligence and Data Analytics (MSIT-BIDA)",M,Heinz College,"Online or 
Campus",30,computer science,http://mcds.cs.cmu.edu/learn-us-curriculum,40.4446,-79.9429,United States of America,70.3,39.1,79.3,53.7,79.3,"11,885",11.92,35%,2011
Carnegie Mellon University,Pennsylvania,Pittsburgh,4,MBA: Business Analytics Track,M,Tepper School of Business,Campus,30,Not Available,http://www.cmu.edu/hub/tuition/graduate/index.html,40.4446,-79.9429,United States of America,63.1,58.1,77.4,52.5,76,"11,885",11.92,35%,2014
Carnegie Mellon University,Pennsylvania,Pittsburgh,4,MBA: Business Analytics Track,M,Tepper School of Business,Campus,30,Not Available,http://www.cmu.edu/hub/tuition/graduate/index.html,40.4446,-79.9429,United States of America,67.4,57.1,88.8,57.5,82.3,"11,885",11.92,35%,2016
Carnegie Mellon University,Pennsylvania,Pittsburgh,4,MBA: Business Analytics Track,M,Tepper School of Business,Campus,30,Not Available,http://www.cmu.edu/hub/tuition/graduate/index.html,40.4446,-79.9429,United States of America,61.6,59.3,74.9,53,74.3,"11,885",11.92,35%,2015
Carnegie Mellon University,Pennsylvania,Pittsburgh,4,MBA: Business Analytics Track,M,Tepper School of Business,Campus,30,Not Available,http://www.cmu.edu/hub/tuition/graduate/index.html,40.4446,-79.9429,United States of America,65.7,55,79.5,60.7,78.4,"11,885",11.92,35%,2012
Carnegie Mellon University,Pennsylvania,Pittsburgh,4,MBA: Business Analytics Track,M,Tepper School of Business,Campus,30,Not Available,http://www.cmu.edu/hub/tuition/graduate/index.html,40.4446,-79.9429,United States of America,71.8,51.4,87,55.9,81.5,"11,885",11.92,35%,2013
Carnegie Mellon University,Pennsylvania,Pittsburgh,4,MBA: Business Analytics Track,M,Tepper School of Business,Campus,30,Not Available,http://www.cmu.edu/hub/tuition/graduate/index.html,40.4446,-79.9429,United States of America,70.3,39.1,79.3,53.7,79.3,"11,885",11.92,35%,2011
Carnegie Mellon University,Pennsylvania,Pittsburgh,4,"Master of Information Systems Management, Business Intelligence and Data Analytics (MISM-BIDA)",M,Heinz College,"Online or 
Campus",30,computer science,http://mcds.cs.cmu.edu/learn-us-admission,40.4446,-79.9429,United States of America,63.1,58.1,77.4,52.5,76,"11,885",11.92,35%,2014
Carnegie Mellon University,Pennsylvania,Pittsburgh,4,"Master of Information Systems Management, Business Intelligence and Data Analytics (MISM-BIDA)",M,Heinz College,"Online or 
Campus",30,computer science,http://mcds.cs.cmu.edu/learn-us-admission,40.4446,-79.9429,United States of America,67.4,57.1,88.8,57.5,82.3,"11,885",11.92,35%,2016
Carnegie Mellon University,Pennsylvania,Pittsburgh,4,"Master of Information Systems Management, Business Intelligence and Data Analytics (MISM-BIDA)",M,Heinz College,"Online or 
Campus",30,computer science,http://mcds.cs.cmu.edu/learn-us-admission,40.4446,-79.9429,United States of America,61.6,59.3,74.9,53,74.3,"11,885",11.92,35%,2015
Carnegie Mellon University,Pennsylvania,Pittsburgh,4,"Master of Information Systems Management, Business Intelligence and Data Analytics (MISM-BIDA)",M,Heinz College,"Online or 
Campus",30,computer science,http://mcds.cs.cmu.edu/learn-us-admission,40.4446,-79.9429,United States of America,65.7,55,79.5,60.7,78.4,"11,885",11.92,35%,2012
Carnegie Mellon University,Pennsylvania,Pittsburgh,4,"Master of Information Systems Management, Business Intelligence and Data Analytics (MISM-BIDA)",M,Heinz College,"Online or 
Campus",30,computer science,http://mcds.cs.cmu.edu/learn-us-admission,40.4446,-79.9429,United States of America,71.8,51.4,87,55.9,81.5,"11,885",11.92,35%,2013
Carnegie Mellon University,Pennsylvania,Pittsburgh,4,"Master of Information Systems Management, Business Intelligence and Data Analytics (MISM-BIDA)",M,Heinz College,"Online or 
Campus",30,computer science,http://mcds.cs.cmu.edu/learn-us-admission,40.4446,-79.9429,United States of America,70.3,39.1,79.3,53.7,79.3,"11,885",11.92,35%,2011
Carnegie Mellon University,Pennsylvania,Pittsburgh,4,Master of Computational Data Science (MCDS),M,School of Computer Science,Campus,30,technical bachelor's degree,http://mcds.cs.cmu.edu/,40.4446,-79.9429,United States of America,63.1,58.1,77.4,52.5,76,"11,885",11.92,35%,2014
Carnegie Mellon University,Pennsylvania,Pittsburgh,4,Master of Computational Data Science (MCDS),M,School of Computer Science,Campus,30,technical bachelor's degree,http://mcds.cs.cmu.edu/,40.4446,-79.9429,United States of America,67.4,57.1,88.8,57.5,82.3,"11,885",11.92,35%,2016
Carnegie Mellon University,Pennsylvania,Pittsburgh,4,Master of Computational Data Science (MCDS),M,School of Computer Science,Campus,30,technical bachelor's degree,http://mcds.cs.cmu.edu/,40.4446,-79.9429,United States of America,61.6,59.3,74.9,53,74.3,"11,885",11.92,35%,2015
Carnegie Mellon University,Pennsylvania,Pittsburgh,4,Master of Computational Data Science (MCDS),M,School of Computer Science,Campus,30,technical bachelor's degree,http://mcds.cs.cmu.edu/,40.4446,-79.9429,United States of America,65.7,55,79.5,60.7,78.4,"11,885",11.92,35%,2012
Carnegie Mellon University,Pennsylvania,Pittsburgh,4,Master of Computational Data Science (MCDS),M,School of Computer Science,Campus,30,technical bachelor's degree,http://mcds.cs.cmu.edu/,40.4446,-79.9429,United States of America,71.8,51.4,87,55.9,81.5,"11,885",11.92,35%,2013
Carnegie Mellon University,Pennsylvania,Pittsburgh,4,Master of Computational Data Science (MCDS),M,School of Computer Science,Campus,30,technical bachelor's degree,http://mcds.cs.cmu.edu/,40.4446,-79.9429,United States of America,70.3,39.1,79.3,53.7,79.3,"11,885",11.92,35%,2011
Case Western Reserve University,Ohio,Cleveland,1,MSM - Business Analytics,M,Weatherhead School of Management,Campus,33,Not Available,https://weatherhead.case.edu/degrees/masters/ms-management/business-analytics/,41.5008,-81.6058,United States of America,46.5,34.4,37.4,46.54,53.2,"9,259",12.92,17%,2015
Case Western Reserve University,Ohio,Cleveland,1,MSM - Business Analytics,M,Weatherhead School of Management,Campus,33,Not Available,https://weatherhead.case.edu/degrees/masters/ms-management/business-analytics/,41.5008,-81.6058,United States of America,67.2,56.5,53.8,46.54,62.2,"9,259",12.92,17%,2011
Case Western Reserve University,Ohio,Cleveland,1,MSM - Business Analytics,M,Weatherhead School of Management,Campus,33,Not Available,https://weatherhead.case.edu/degrees/masters/ms-management/business-analytics/,41.5008,-81.6058,United States of America,56.5,34.2,42,46.54,56.9,"9,259",12.92,17%,2013
Case Western Reserve University,Ohio,Cleveland,1,MSM - Business Analytics,M,Weatherhead School of Management,Campus,33,Not Available,https://weatherhead.case.edu/degrees/masters/ms-management/business-analytics/,41.5008,-81.6058,United States of America,46.1,40.5,33.2,34.1,55.3,"9,259",12.92,17%,2016
Case Western Reserve University,Ohio,Cleveland,1,MSM - Business Analytics,M,Weatherhead School of Management,Campus,33,Not Available,https://weatherhead.case.edu/degrees/masters/ms-management/business-analytics/,41.5008,-81.6058,United States of America,54.2,29.9,40.2,46.54,54.6,"9,259",12.92,17%,2012
Case Western Reserve University,Ohio,Cleveland,1,MSM - Business Analytics,M,Weatherhead School of Management,Campus,33,Not Available,https://weatherhead.case.edu/degrees/masters/ms-management/business-analytics/,41.5008,-81.6058,United States of America,51,35.4,38.6,46.54,55,"9,259",12.92,17%,2014
Central Connecticut State University,Connecticut,New Britain,1,Graduate Certificate in Data Mining,C,Department of Mathematical Sciences,Online,18,statistics,http://web.ccsu.edu/datamining/graduate%20certificate.html,41.6903,-72.7701,United States of America,55.9,44.56,52.23,46.54,67.6,"24,349",12.38,17%,2013
Central Michigan University,Michigan,Mount Pleasant,2,Certificate in Data Mining,C,Department of Mathematics,Campus,18,Not Available,https://www.cmich.edu/colleges/cst/math/academic_programs/graduate/Pages/default.aspx,43.5911,-84.7753,United States of America,55.9,44.56,52.23,46.54,67.6,"24,349",14.43,17%,2013
Central Michigan University,Michigan,Mount Pleasant,2,Master of Science in Applied Statistics and Analytics,M,Department of Mathematics,Campus,36,Not Available,https://www.cmich.edu/colleges/cst/math/Pages/Graduate-Certificate-in-Data-Mining.aspx,43.5911,-84.7753,United States of America,55.9,44.56,52.23,46.54,67.6,"24,349",14.43,17%,2013
Chapman University,California,Orange,3,Doctorate in Computational and Data Sciences,M,Schmid College of Science & Technology,Campus,70,"math,statistics,computer science",http://www.chapman.edu/scst/graduate/phd-computational-science.aspx,33.7937,-117.851,United States of America,55.9,44.56,52.23,46.54,67.6,"24,349",10.48,17%,2013
Chapman University,California,Orange,3,Doctorate in Computational and Data Sciences,M,Schmid College of Science & Technology,Campus,70,"math,statistics",http://www.chapman.edu/scst/graduate/phd-computational-science.aspx,33.7937,-117.851,United States of America,55.9,44.56,52.23,46.54,67.6,"24,349",10.48,17%,2013
Chapman University,California,Orange,3,Master of Science in Computational and Data Sciences,M,Schmid College of Science & Technology,Campus,32,"math, statistics",http://www.chapman.edu/scst/graduate/phd-computational-science.aspx,33.7937,-117.851,United States of America,55.9,44.56,52.23,46.54,67.6,"24,349",10.48,17%,2013
City University of Seattle,Washington,Seattle,1,Master of Science in Computer Science with Concentration in Big Data Management,M,Technology Institute,Online,45,technical bachelor's degree,http://www.cityu.edu/programs-overview/master-science-computer-science/,47.6173,-122.344,United States of America,55.9,44.56,52.23,46.54,67.6,"24,349",11.56,17%,2013
Claremont Graduate University,California,Claremont,1,Masters of Science in Information Systems & Technology: Concentration in Data Science & Analytics,M,Center for Information Systems and Technology (CISAT),Campus,36,Not Available,http://www.cgu.edu/pages/6650.asp,34.1038,-117.712,United States of America,55.9,44.56,52.23,46.54,67.6,"24,349",10.48,17%,2013
Clarkson University,New York,Potsdam,1,Master of Science in Healthcare Data Analytics,M,School of Management,Online,30,Not Available,http://www.uniongraduatecollege.edu/management/MS-Healthcare.aspx,44.6638,-74.9999,United States of America,55.9,44.56,52.23,46.54,67.6,"24,349",9.13,17%,2013
Cleveland State University,Ohio,Cleveland,2,Graduate Certificate in Advanced Business Analytics,C,Monte Ahuja College of Business,Campus,13,statistics,http://www.csuohio.edu/business/academics/business-analytics-graduate-certificate-programs,41.5029,-81.673,United States of America,55.9,44.56,52.23,46.54,67.6,"24,349",12.92,17%,2013
Cleveland State University,Ohio,Cleveland,2,Graduate Certificate in Strategic Business Analytics,C,Monte Ahuja College of Business,Campus,13,statistics,http://www.csuohio.edu/graduate-admissions/how-apply,41.5029,-81.673,United States of America,55.9,44.56,52.23,46.54,67.6,"24,349",12.92,17%,2013
College of William and Mary,Virginia,Williamsburg,1,Master of Science in Business Analytics,M,Raymond A. Mason School of Business,Campus,30,Not Available,http://mason.wm.edu/programs/msba/index.php,37.2719,-76.7094,United States of America,55.9,44.56,52.23,46.54,67.6,"24,349",14.12,17%,2013
Colorado State University-Fort Collins,Colorado,Fort Collins,1,Master of Applied Statistics (M.A.S.),M,Department of Statistics,Online,31,"math, statistics",http://www.online.colostate.edu/degrees/applied-statistics/,40.5748,-105.081,United States of America,55.9,44.56,52.23,46.54,67.6,"24,349",18,17%,2013
Colorado State University-Global Campus,Colorado,Greenwood Village,1,Certificate in Business Intelligence,C,Not Available,Online,12,Not Available,https://csuglobal.edu/graduate/programs/certificates-completion/business-intelligence/,39.6087,-104.898,United States of America,55.9,44.56,52.23,46.54,67.6,"24,349",18,17%,2013
Colorado Technical University,Colorado,Colorado Springs,1,Doctor of Computer Science - Concentration in Big Data Analytics,M,Computer Science Department,Online,96,Not Available,http://www.coloradotech.edu/degrees/doctorates/computer-science/big-data-analytics,38.8937,-104.834,United States of America,55.9,44.56,52.23,46.54,67.6,"24,349",18,17%,2013
Columbia University in the City of New York,New York,New York,3,MS - Masters in Data Science,M,Institute for Data Sciences and Engineering,Campus,30,"computer science, math",http://sps.columbia.edu/applied-analytics/master-of-science-in-applied-analytics/curriculum,40.8083,-73.9619,United States of America,55.9,44.56,52.23,46.54,67.6,"24,349",9.13,17%,2013
Columbia University in the City of New York,New York,New York,3,Master of Science in Applied Analytics,M,School of Professional Studies,"Online or 
Campus",36,Not Available,http://sps.columbia.edu/applied-analytics/master-of-science-in-applied-analytics,40.8083,-73.9619,United States of America,55.9,44.56,52.23,46.54,67.6,"24,349",9.13,17%,2013
Columbia University in the City of New York,New York,New York,3,"Masters of Science in Computer Science, concentration in Machine Learning",M,Fu Foundation School of Engineering and Applied Science,Campus,30,technical bachelor's degree,http://sps.columbia.edu/applied-analytics/master-of-science-in-applied-analytics/admissions/apply,40.8083,-73.9619,United States of America,55.9,44.56,52.23,46.54,67.6,"24,349",9.13,17%,2013
Cornell University,New York,Ithaca,1,Master of Professional Studies (MPS) in Applied Statistics (Option II: Data Science),M,Department of Statistical Science,Campus,18,technical bachelor's degree,http://stat.cornell.edu/academics/mps,42.4453,-76.4827,United States of America,77,53.8,92.1,39.5,83.3,"21,424",9.13,19%,2013
Cornell University,New York,Ithaca,1,Master of Professional Studies (MPS) in Applied Statistics (Option II: Data Science),M,Department of Statistical Science,Campus,18,technical bachelor's degree,http://stat.cornell.edu/academics/mps,42.4453,-76.4827,United States of America,71.6,59,83.8,33.7,79.4,"21,424",9.13,19%,2015
Cornell University,New York,Ithaca,1,Master of Professional Studies (MPS) in Applied Statistics (Option II: Data Science),M,Department of Statistical Science,Campus,18,technical bachelor's degree,http://stat.cornell.edu/academics/mps,42.4453,-76.4827,United States of America,82.2,62.4,88.8,34.7,83.9,"21,424",9.13,19%,2011
Cornell University,New York,Ithaca,1,Master of Professional Studies (MPS) in Applied Statistics (Option II: Data Science),M,Department of Statistical Science,Campus,18,technical bachelor's degree,http://stat.cornell.edu/academics/mps,42.4453,-76.4827,United States of America,77.9,63.9,86.1,33.7,84,"21,424",9.13,19%,2016
